row_index,primary_accent,sample_id,sentence,reference_translation_zh,direct_translation,direct_unk_count,reference_tokenizer_unk_count,reference_tokens
1566,Hong Kong English,spk_0505,A group of men play xylophones in a concert space filled with percussion instruments.,一群人在充满打击乐器的音乐会场地演奏木琴。,一群男人在一个充满打击乐器的音乐厅里演奏<unk>琴.,1,1,"['▁一', '群', '人在', '充满', '打击', '乐', '器', '的', '音乐', '会', '场', '地', '演奏', '木', '琴', '<unk>']"
1588,Hong Kong English,spk_0862,She's a feisty little ferret.,她是一只活泼的小雪貂。,她是一个充满活力的小<unk>.,1,1,"['▁她', '是一', '只', '活', '泼', '的小', '雪', '貂', '<unk>', '<pad>']"
1589,Hong Kong English,spk_0143,It was better than the scent of the hookahs.,这比水烟的味道还好。,这比水<unk>的气味更好.,1,1,"['▁这', '比', '水', '烟', '的', '味道', '还', '好', '<unk>', '<pad>']"
1603,Hong Kong English,spk_1398,"The grim reaper is waiting for you, reckless driver!",死神在等你，鲁莽的司机！,"悲惨的收割者正在等待你,鲁<unk>的司机!",1,0,"['▁死', '神', '在', '等', '你', ',', '鲁', '莽', '的', '司', '机', '!']"
1612,Hong Kong English,spk_1398,"After playing tennis in virtual reality, he felt dizzy.",打完虚拟现实网球后，他感到头晕。,"在虚拟现实中打网球后,他感到头<unk>.",1,1,"['▁打', '完', '虚拟', '现实', '网', '球', '后', ',', '他', '感到', '头', '晕', '<unk>', '<pad>']"
1616,Hong Kong English,spk_1043,The curtain rose and the show was on.,幕布升起，演出开始了。,"幕<unk>抬起,演出开始了.",1,1,"['▁', '幕', '布', '升', '起', ',', '演出', '开始', '了', '<unk>']"
1619,Hong Kong English,spk_1314,Tea in thin china has a sweet taste.,薄瓷器里的茶有一股甜味。,薄<unk>的茶有甜的味道.,1,1,"['▁', '薄', '瓷', '器', '里的', '茶', '有一', '股', '甜', '味', '<unk>', '<pad>']"
1622,Hong Kong English,spk_1043,Drive the screw straight into the wood.,把螺丝直接拧进木头里。,把螺丝直接<unk>进木头里.,1,1,"['▁把', '螺', '丝', '直接', '拧', '进', '木', '头', '里', '<unk>']"
1670,Hong Kong English,spk_1310,"He mashed in the controller buttons, hoping for some extra speed.",他猛地按了一下控制器的按钮，希望能加快速度。,"他<unk>在控制器的按<unk>上, 希望能增加速度.",2,1,"['▁他', '猛', '地', '按', '了一', '下', '控制', '器', '的', '按', '钮', ',', '希望', '能', '加', '快速', '度', '<unk>']"
1674,Hong Kong English,spk_0294,My laptop has crashed.,我的笔记本电脑死机了。,我的笔记本电脑已经崩<unk>.,1,1,"['▁我的', '笔', '记', '本', '电脑', '死', '机', '了', '<unk>', '<pad>']"
1679,Hong Kong English,spk_0028,Its headquarters are in Vatican City.,其总部位于梵蒂冈。,它的总部位于<unk>蒂冈市.,1,1,"['▁其', '总部位于', '梵', '蒂', '冈', '<unk>']"
1687,Hong Kong English,spk_1232,I was hoping you might know a thing or two about my surly shadow?,我希望你能对我那粗暴的样子略知一二？,我希望你可能知道一两件事关于我的<unk>气的影子.,1,0,"['▁我希望', '你', '能', '对我', '那', '粗', '暴', '的', '样', '子', '略', '知', '一', '二', '?', '<pad>']"
1688,Hong Kong English,spk_0968,The boy was cuddling with his fluffy teddy bear.,那男孩抱着毛茸茸的泰迪熊。,这个男孩正在拥抱他的毛<unk>的泰迪熊.,1,1,"['▁那', '男孩', '抱', '着', '毛', '茸', '茸', '的', '泰', '迪', '熊', '<unk>']"
1696,Hong Kong English,spk_1043,Yell and clap as the curtain slides back.,幕布落下时，大家又大喊又鼓掌。,"窗<unk>落后时,大喊大鼓.",1,1,"['▁', '幕', '布', '落', '下', '时', ',', '大家', '又', '大', '喊', '又', '鼓', '掌', '<unk>', '<pad>']"
1702,Hong Kong English,spk_0294,You will need some rubber boots.,你需要一些橡胶靴。,你需要一些<unk>靴.,1,1,"['▁你', '需要', '一些', '橡', '胶', '靴', '<unk>', '<pad>']"
1705,Hong Kong English,spk_1314,"Tiffany told us, the bench is made of beech wood.",Tiffany 告诉我们，长凳是由榉木制成的。,"Tiffany告诉我们,这张长凳是用<unk>木制成的.",1,2,"['▁Tiffany', '▁', '告诉', '我们', ',', '长', '凳', '是由', '<unk>', '木', '制', '成', '的', '<unk>']"
1720,Hong Kong English,spk_1232,"Take shelter in this tent, but keep still.",躲在帐篷里，但要保持不动。,"在这个帐<unk>里避难,但保持安静.",1,1,"['▁', '躲', '在', '帐', '篷', '里', ',', '但', '要', '保持', '不', '动', '<unk>', '<pad>']"
1721,Hong Kong English,spk_1043,The thaw came early and freed the stream.,冰雪消融来早了，溪水又了活过来。,"冰<unk>早点来,使溪流自由起来.",1,1,"['▁', '冰', '雪', '消', '融', '来', '早', '了', ',', '溪', '水', '又', '了', '活', '过', '来', '<unk>', '<pad>']"
1730,Hong Kong English,spk_0294,My roommate’s boyfriend is taking up two shelves of fridge space with his beer.,我室友的男朋友的啤酒占据了冰箱的两格空间。,我室友的男朋友用他的<unk>酒占据了冰箱的两个架子.,1,1,"['▁我', '室', '友', '的', '男', '朋友', '的', '啤', '酒', '占', '据', '了', '冰', '箱', '的', '两', '格', '空间', '<unk>', '<pad>']"
1738,Hong Kong English,spk_0485,"Jeez, you look stoned!",天哪，你看起来醉了！,"天哪,你看起来很<unk>!",1,0,"['▁天', '哪', ',', '你', '看起来', '醉', '了', '!']"
1763,Hong Kong English,spk_0823,"Due to his recurring hip injuries, however, Bush voluntarily left spring training and retired.",然而，由于臀部反复受伤，Bush 自愿退出了春季训练并退役。,"然而,由于<unk>部受伤,布什自愿离开了春季训练,并退休.",1,1,"['▁然而', ',', '由于', '臀', '部', '反', '复', '受伤', ',', 'B', 'ush', '▁自', '愿', '退', '出了', '春', '季', '训练', '并', '退役', '<unk>', '<pad>']"
1767,Hong Kong English,spk_1501,You will need some rubber boots.,你需要一些橡胶靴。,你需要一些<unk>靴.,1,1,"['▁你', '需要', '一些', '橡', '胶', '靴', '<unk>', '<pad>']"
1769,Hong Kong English,spk_1310,It can be overwhelming to learn how to put all the pieces together.,学习如何把所有的部分组合在一起是一件非常困难的事情。,学习如何将所有碎片组合在一起可能是令人<unk>丧的.,1,1,"['▁', '学习', '如何', '把', '所有的', '部分', '组合', '在一起', '是一', '件', '非常', '困难', '的事情', '<unk>']"
1777,Hong Kong English,spk_1218,The concrete was covered in moss.,混凝土被苔藓覆盖着。,混凝土被<unk>覆盖了.,1,1,"['▁', '混', '凝', '土', '被', '苔', '藓', '覆盖', '着', '<unk>']"
1795,Hong Kong English,spk_1043,Don't count your chickens before they hatch.,别太早下定论。,在<unk>化之前不要计数你的<unk>.,2,1,"['▁', '别', '太', '早', '下', '定', '论', '<unk>']"
1804,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1328,He carried two dead hawks over his shoulder.,他肩上扛着两只死鹰。,他把两个死<unk>抬过他的肩膀.,1,1,"['▁他', '肩', '上', '扛', '着', '两', '只', '死', '鹰', '<unk>']"
1811,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0993,Fresh as a daisy.,像雏菊一样新鲜。,像一朵<unk>花一样新鲜.,1,1,"['▁像', '雏', '菊', '一样', '新', '鲜', '<unk>', '<pad>']"
1812,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0177,"Without haste, yet without rest unhasting, yet unresting.",不慌不忙，不思休息，并不不劳而获。,"没有<unk>忙,但没有休息不<unk>忙,但不休息.",2,1,"['▁不', '慌', '不', '忙', ',', '不', '思', '休息', ',', '并不', '不', '劳', '而', '获', '<unk>', '<pad>']"
1817,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0531,"Gamble played cornerback, wide receiver, and all phases of special teams at Ohio State.",Gamble 在俄亥俄州做过边后卫、接球手，并在特种队里进行过所有等级的训练。,"甘布尔在俄<unk>俄州立大学打过角后卫,宽接收手和所有阶段的特别球队.",1,2,"['▁Gamb', 'le', '▁在', '俄', '亥', '俄', '州', '做', '过', '边', '后', '卫', '<unk>', '接', '球', '手', ',', '并在', '特', '种', '队', '里', '进行', '过', '所有', '等', '级', '的', '训练', '<unk>']"
1823,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0831,And they attacked an empty tent.,他们袭击了一顶空帐篷。,他们袭击了一个空的帐<unk>.,1,1,"['▁他们', '袭击', '了一', '顶', '空', '帐', '篷', '<unk>']"
1841,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1556,The temples and sculptures were all brightly painted.,寺庙和雕塑都漆得很亮。,寺<unk>和雕塑都是鲜<unk>的画.,2,1,"['▁', '寺', '庙', '和', '雕', '塑', '都', '漆', '得', '很', '亮', '<unk>']"
1853,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1277,"It may be done by coup, impeachment, invasion, or forced abdication.",它的实现途径是：政变、弹劾、入侵或强迫退位。,"这可以通过政变,弹<unk>,入侵或强迫辞职来完成.",1,3,"['▁它的', '实现', '途', '径', '是', ':', '政', '变', '<unk>', '弹', '劾', '<unk>', '入', '侵', '或', '强', '迫', '退', '位', '<unk>']"
1863,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0256,"The diver forced open the oyster, revealing a shimmering pearl.",潜水员强行打开牡蛎，露出一颗闪闪发光的珍珠。,"这位潜水员强行打开了<unk>,发现了一颗闪闪发光的珍珠.",1,1,"['▁', '潜', '水', '员', '强', '行', '打开', '牡', '蛎', ',', '露', '出', '一', '颗', '闪', '闪', '发', '光', '的', '珍', '珠', '<unk>']"
1867,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1472,This isn't a doss house.,这不是一间廉价客栈。,这不是一个<unk>房.,1,1,"['▁这', '不', '是一', '间', '廉', '价', '客', '栈', '<unk>', '<pad>']"
1890,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0683,"The thief wasn't there, and the owner brought him a cup of tea.",小偷不在，主人给他端来一杯茶。,"盗<unk>不在那里,老板给他带来了一杯茶.",1,1,"['▁小', '偷', '不在', ',', '主人', '给', '他', '端', '来', '一', '杯', '茶', '<unk>', '<pad>']"
1898,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0898,"The thief wasn't there, and the owner brought him a cup of tea.",小偷不在，主人给他端来一杯茶。,"盗<unk>不在那里,老板给他带来了一杯茶.",1,1,"['▁小', '偷', '不在', ',', '主人', '给', '他', '端', '来', '一', '杯', '茶', '<unk>', '<pad>']"
1899,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0401,Everyone has heard of the chicken and egg problem.,每个人都听说过鸡和蛋的问题。,每个人都听说过<unk>和<unk>蛋的问题.,2,1,"['▁每', '个人', '都', '听', '说', '过', '鸡', '和', '蛋', '的问题', '<unk>', '<pad>']"
1901,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0613,"Jeffery really pulled a boner, but in the end everyone could laugh about it.",Jeffery 真的犯了大错，但最终每个人都笑了。,"杰弗里真的<unk>了, 但最终每个人都可以笑.",1,1,"['▁Jeff', 'ery', '▁真的', '犯', '了', '大', '错', ',', '但', '最终', '每个人', '都', '笑', '了', '<unk>', '<pad>']"
1911,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1140,She had her cardigan on.,她穿上了羊毛衫。,她穿着她的<unk>衣.,1,1,"['▁她', '穿', '上了', '羊', '毛', '衫', '<unk>', '<pad>']"
1928,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0585,It is characterized by intense subjectivity and rough handling of materials.,它的特点是强烈的主观性和对材料的粗暴处理。,它的特点是强烈的主观性和粗<unk>的材料处理.,1,1,"['▁它', '的特', '点', '是', '强烈', '的主', '观', '性和', '对', '材料', '的', '粗', '暴', '处理', '<unk>', '<pad>']"
1941,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1214,"According to the recipe, we need mild mustard.",根据菜谱，我们需要淡芥末。,"根据食谱,我们需要温和的<unk>子.",1,1,"['▁根据', '菜', '谱', ',', '我们', '需要', '淡', '芥', '末', '<unk>']"
1950,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1169,"Oh, I beg your pardon!",哦，麻烦再说一遍！,"<unk>,我求你原谅!",1,0,"['▁', '哦', ',', '麻', '烦', '再', '说', '一', '遍', '!']"
1955,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0184,Capsella rubella is studied as a model for understanding the evolution of self-fertilization.,拟南芥近缘种被研究为了解自花受精进化的模型。,"""<unk>""作为理解自我受精进化的模型被研究.",1,1,"['▁', '拟', '南', '芥', '近', '缘', '种', '被', '研究', '为', '了解', '自', '花', '受', '精', '进', '化的', '模型', '<unk>', '<pad>']"
1956,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0165,You've got the brain of a pancake.,你脑子进水了。,你脑子像<unk>饼一样大.,1,1,"['▁你', '脑', '子', '进', '水', '了', '<unk>', '<pad>']"
1963,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1215,The swimming pool was full of chlorine.,游泳池里全是氯。,游泳池里充满了<unk>.,1,1,"['▁', '游泳', '池', '里', '全', '是', '氯', '<unk>']"
1972,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0236,Please bring soap.,请带上香皂。,请带上肥<unk>.,1,1,"['▁请', '带', '上', '香', '皂', '<unk>']"
1986,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0166,"He kept driving at full speed, totally unfazed by the flap, flap, flap of the burst tyre.",他一直全速行驶，完全没有被爆胎的拍打声吓到。,"他继续以全速行驶, 完全不受破裂轮胎的<unk>,<unk>,<unk>的影响.",3,1,"['▁他', '一直', '全', '速', '行', '驶', ',', '完全', '没有', '被', '爆', '胎', '的', '拍', '打', '声', '吓', '到', '<unk>', '<pad>']"
1994,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1010,There was a murmur from the crowd.,人群中发出一阵嗡嗡声。,听到人群中的<unk>声.,1,1,"['▁人', '群', '中', '发出', '一', '阵', '嗡', '嗡', '声', '<unk>']"
2003,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1112,A stone flounder is the textbook definition of effective camouflage.,石质比目鱼教科书般定义了何为有效伪装。,石<unk>是教科书中有效的伪装的定义.,1,1,"['▁石', '质', '比', '目', '鱼', '教科', '书', '般', '定义', '了', '何', '为', '有效', '伪', '装', '<unk>']"
2004,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1313,A steak-and-kidney pie.,牛排腰子馅饼。,一块牛排和<unk>蛋糕.,1,1,"['▁牛', '排', '腰', '子', '馅', '饼', '<unk>', '<pad>']"
2007,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0242,"Wrenn was a Fellow of Pembroke College, Oxford.",Wrenn是牛津大学彭布罗克学院的院士。,伦恩是牛津<unk>布罗克学院的研究员.,1,1,"['▁Wr', 'enn', '是', '牛', '津', '大学', '彭', '布', '罗', '克', '学院', '的', '院', '士', '<unk>', '<pad>']"
2014,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0813,"Hey, stop staring at my decollete!",嘿，别盯着我的头发 ！,"<unk>,停止<unk>着我的<unk>部!",3,0,"['▁', '嘿', ',', '别', '盯', '着', '我的', '头', '发', '▁!']"
2027,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1024,"After twelve hours of rowing, Darius climbed out of the canoe, and lied down on the beach to nap.",Darius 划了十二个小时后，爬出独木舟，躺在沙滩上打盹。,"经过12个小时的划船,达利乌斯从独木舟上爬出来,躺在海<unk>上睡觉.",1,1,"['▁Dari', 'us', '▁', '划', '了', '十二', '个', '小时', '后', ',', '爬', '出', '独', '木', '舟', ',', '躺', '在', '沙', '滩', '上', '打', '盹', '<unk>']"
2039,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1395,You should've learned that thumbnails with women wearing plunging necklines are just click bait.,你应该已经了解到，那些有着穿低胸领口女人的小图片只是标题党。,"你应该知道,女人戴着深<unk>的<unk>子是点击诱<unk>.",3,1,"['▁你', '应该', '已经', '了解', '到', ',', '那些', '有着', '穿', '低', '胸', '领', '口', '女', '人的', '小', '图片', '只是', '标', '题', '党', '<unk>']"
2040,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1573,The band's sound is distinctive due to the powerful vocals of singer Sonia Pineault.,乐队的声音因歌手 Sonia Pineault 的强劲嗓音而与众不同。,"乐队的声音是独特的,因为歌手索尼<unk>·皮内尔的强大声乐.",1,1,"['▁', '乐队', '的', '声音', '因', '歌手', '▁Son', 'ia', '▁P', 'inea', 'ult', '▁的', '强', '劲', '嗓', '音', '而', '与', '众', '不同', '<unk>', '<pad>']"
2051,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0131,"Wow, this is a nice table!",哇，这张桌子真漂亮!,"<unk>,这是一个漂亮的桌子!",1,0,"['▁', '哇', ',', '这', '张', '桌', '子', '真', '漂亮', '!']"
2056,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1142,Sunburns can be avoided by applying sunscreen or by staying in the shadows.,涂防晒霜或呆在阴凉的地方可以避免晒伤。,通过涂抹防晒<unk>或呆在阴影中可以避免晒伤.,1,1,"['▁', '涂', '防', '晒', '霜', '或', '呆', '在', '阴', '凉', '的地方', '可以', '避免', '晒', '伤', '<unk>']"
2060,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1464,"To find out the exact threshold, we need to repeat this in a reproducible manner.",为了找出确切的阈值，我们需要以可重复的方式重复此过程。,"为了找出确切的<unk>值, 我们需要以可重复的方式重复.",1,2,"['▁为了', '找', '出', '确', '切', '的', '<unk>', '值', ',', '我们', '需要', '以', '可', '重复', '的方式', '重复', '此', '过程', '<unk>', '<pad>']"
2076,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1400,"His hands began to tremble, and the woman sensed it.",他的手开始颤抖，女人感觉到了。,"他的手开始<unk>,女人感觉到.",1,1,"['▁他的', '手', '开始', '颤', '抖', ',', '女人', '感觉', '到了', '<unk>']"
2078,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1186,"Yesterday he felt invincible, now he has a hangover.",昨天他觉得自己绝不会醉，现在他宿醉了。,"昨天他觉得自己是无敌的,现在他<unk>了.",1,1,"['▁昨', '天', '他', '觉得', '自己', '绝', '不会', '醉', ',', '现在', '他', '宿', '醉', '了', '<unk>', '<pad>']"
2080,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0190,The unit is authorized to fly the appropriate streamer on its organizational flag.,该部队有权在其组织旗帜上悬挂适当的拖缆。,该单位有权在其组织旗<unk>上使用适当的流媒体.,1,1,"['▁该', '部队', '有', '权', '在其', '组织', '旗', '帜', '上', '悬', '挂', '适当的', '拖', '缆', '<unk>', '<pad>']"
2084,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0942,The young kid jumped the rusty gate.,这个年轻的孩子跳过了生锈的大门。,年轻的孩子跳过了生<unk>的门.,1,1,"['▁这个', '年轻', '的', '孩子', '跳', '过', '了', '生', '锈', '的大', '门', '<unk>']"
2085,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0124,It is subject to predation by beetles and possibly rodents.,它容易被甲虫和可能的啮齿动物捕食。,它受到甲虫和可能<unk>鼠的捕食.,1,1,"['▁它', '容易', '被', '甲', '虫', '和', '可能的', '啮', '齿', '动物', '捕', '食', '<unk>', '<pad>']"
2087,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1464,"The grim reaper is waiting for you, reckless driver!",死神在等你，鲁莽的司机！,"悲惨的收割者正在等待你,鲁<unk>的司机!",1,0,"['▁死', '神', '在', '等', '你', ',', '鲁', '莽', '的', '司', '机', '!']"
2092,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0819,"Doves sprouted, then escaped from various oversized pockets, some trailing handkerchiefs or bunting.",鸽子涌现而出，然后从各种超大的口袋力逃出来，一些嘴里叼着手帕或彩布。,"<unk>子<unk>芽,然后从各种超大的口袋里逃脱, 有些拖着手帕或<unk>.",3,1,"['▁', '鸽', '子', '涌', '现', '而', '出', ',', '然后', '从', '各种', '超', '大的', '口', '袋', '力', '逃', '出来', ',', '一些', '嘴', '里', '叼', '着', '手', '帕', '或', '彩', '布', '<unk>']"
2094,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1242,The paramedics took out the defibrillator to reanimate the motorcyclist.,医护人员取出除颤器，让骑摩托车的人恢复活力。,救护人员取出了除<unk>器来复苏摩托车手.,1,1,"['▁', '医', '护', '人员', '取', '出', '除', '颤', '器', ',', '让', '骑', '摩', '托', '车', '的人', '恢复', '活', '力', '<unk>']"
2097,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0479,"Believe it or not, this peanut butter is homemade.",信不信由你，这花生酱是自制的。,"相信或不相信, 这种花生<unk>是自制的.",1,1,"['▁信', '不', '信', '由', '你', ',', '这', '花', '生', '酱', '是', '自', '制', '的', '<unk>', '<pad>']"
2099,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1342,"If one illuminates ""two"" parallel slits, the light from the two slits again interferes.",如果一盏灯照亮“两条”平行狭缝，从两条狭缝射出的光将再次产生干扰。,"如果照亮""两个""平行裂<unk>"",两个裂<unk>的光再次干扰.",2,3,"['▁如果', '一', '盏', '灯', '照', '亮', '<unk>', '两', '条', '<unk>', '平', '行', '狭', '缝', ',', '从', '两', '条', '狭', '缝', '射', '出的', '光', '将', '再次', '产生', '干', '扰', '<unk>', '<pad>']"
2104,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1583,He rose up the ranks of the construction industry and Tianjin politics.,他在建筑行业和天津政界的地位提升。,他<unk>升到建筑业和天津政治的等级.,1,1,"['▁他在', '建筑', '行业', '和', '天', '津', '政', '界', '的', '地位', '提升', '<unk>']"
2111,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0693,"He grew strawberries, so you would not like it.",他种草莓，所以你不会喜欢它的。,"他种植草<unk>,所以你不会喜欢它.",1,1,"['▁他', '种', '草', '莓', ',', '所以', '你', '不会', '喜欢', '它的', '<unk>', '<pad>']"
2118,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1480,"Oh, I beg your pardon!",哦，麻烦再说一遍！,"<unk>,我求你原谅!",1,0,"['▁', '哦', ',', '麻', '烦', '再', '说', '一', '遍', '!']"
2119,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0699,"He attended primary school in Waynesboro, Tennessee where his father ran a sawmill.",他在田纳西州韦恩斯伯勒上小学，他的父亲在那里经营一家锯木厂。,"他在田纳西州韦恩斯伯勒的小学上学,他的父亲在那里经营着一个<unk>厂.",1,1,"['▁他在', '田', '纳', '西州', '韦', '恩', '斯', '伯', '勒', '上', '小', '学', ',', '他的', '父亲', '在那里', '经营', '一家', '锯', '木', '厂', '<unk>']"
2137,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0470,Holders of the ranks were given a smaller marshal's star since then.,从那以后，持有军衔的人被授予一颗较小的元帅星。,"从那时起,军<unk>的持有者就得到了较小的元<unk>星.",2,1,"['▁从', '那', '以后', ',', '持', '有', '军', '衔', '的人', '被', '授予', '一', '颗', '较', '小的', '元', '帅', '星', '<unk>', '<pad>']"
2143,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0317,A stuffed chair slipped from the moving van.,一把塞满东西的椅子从移动的货车上滑了下来。,一个装<unk>的椅子从搬家车里滑下来.,1,1,"['▁一', '把', '塞', '满', '东西', '的', '椅', '子', '从', '移动', '的', '货', '车', '上', '滑', '了', '下来', '<unk>']"
2151,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0637,"No, this does not come as a surprise.",不，这并不是惊喜。,"不,这并不令人惊<unk>.",1,1,"['▁不', ',', '这', '并不是', '惊', '喜', '<unk>', '<pad>']"
2152,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0537,"The camel driver, though, seemed not to be very concerned with the threat of war.",然而，赶骆驼的人似乎并不怎么担心战争的威胁。,"然而, <unk>驼司机似乎并不太关心战争的威胁.",1,1,"['▁然而', ',', '赶', '骆', '驼', '的人', '似乎', '并不', '怎么', '担心', '战争', '的', '威胁', '<unk>']"
2154,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0741,"Thus for singletons, topological distinguishability is a condition in between disjointness and separatedness.",因此，对于单例而言，拓扑可区分性是介于不相交和分离之间的条件。,"因此,对于单体,拓<unk>区分是分离和分离之间的条件.",1,1,"['▁因此', ',', '对于', '单', '例', '而言', ',', '拓', '扑', '可', '区', '分', '性', '是', '介', '于', '不', '相', '交', '和', '分', '离', '之间的', '条件', '<unk>', '<pad>']"
2156,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1260,She sewed the torn coat quite neatly.,她把撕破的大衣缝得很整齐。,她把撕裂的外套<unk>得很整齐.,1,1,"['▁她', '把', '撕', '破', '的大', '衣', '缝', '得', '很', '整', '齐', '<unk>']"
2166,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1464,"According to the recipe, we need mild mustard.",根据菜谱，我们需要淡芥末。,"根据食谱,我们需要温和的<unk>子.",1,1,"['▁根据', '菜', '谱', ',', '我们', '需要', '淡', '芥', '末', '<unk>']"
2170,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0507,Canned pears lack full flavor.,香梨罐头缺乏完整的风味。,<unk>头的梨没有完整的味道.,1,1,"['▁香', '梨', '罐', '头', '缺乏', '完整', '的', '风', '味', '<unk>']"
2175,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1040,The flock of flamingos landed gracefully on their awkward looking legs.,一群火烈鸟优雅地落在它们笨拙的腿上。,这群火<unk>鸟在它们<unk>拙的腿上优雅地降落.,2,1,"['▁一', '群', '火', '烈', '鸟', '优', '雅', '地', '落', '在', '它们', '笨', '拙', '的', '腿', '上', '<unk>', '<pad>']"
2176,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0119,Crack the walnut with your sharp side teeth.,用你的尖牙咬碎核桃。,用你的尖<unk>的侧牙打破核桃.,1,1,"['▁用', '你的', '尖', '牙', '咬', '碎', '核', '桃', '<unk>', '<pad>']"
2184,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1443,A missing parrot is called a polygon.,丢失的鹦鹉叫“多边形”。,丢失的<unk>叫做多边形.,1,2,"['▁', '丢', '失', '的', '鹦', '鹉', '叫', '<unk>', '多边', '形', '<unk>', '<pad>']"
2191,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0689,But to be guarded at such a time is very difficult.,但在这样的时刻，要保持警惕是非常困难的。,但在这样的时候保持警<unk>是非常困难的.,1,1,"['▁但', '在', '这样的', '时刻', ',', '要', '保持', '警', '惕', '是非常', '困难', '的', '<unk>', '<pad>']"
2202,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0963,"Yeah, I had a bit of a poke at that and failed to work out what was wrong.",是啊，我想了一下，但没弄清楚是怎么回事。,"是的,我有点<unk>在那儿,并未能弄清楚什么是错的.",1,1,"['▁是', '啊', ',', '我想', '了一', '下', ',', '但', '没', '弄', '清楚', '是', '怎么', '回', '事', '<unk>']"
2215,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0269,Their eggs were particularly vulnerable to crows and other natural predators.,它们的卵特别容易受到乌鸦和其他天敌的攻击。,它们的<unk>蛋特别容易受到乌<unk>和其他自然捕食者的攻击.,2,1,"['▁它们', '的', '卵', '特别', '容易', '受到', '乌', '鸦', '和其他', '天', '敌', '的', '攻击', '<unk>']"
2224,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0693,"I had to teach my nephew the facts of life, because his parents are prudes.",我不得不教我的侄子生活的真相，因为他的父母都是假正经的人。,"我不得不教我的<unk>子生活的事实, 因为他的父母是保守的.",1,1,"['▁我', '不得不', '教', '我的', '侄', '子', '生活的', '真相', ',', '因为', '他的', '父母', '都是', '假', '正', '经', '的人', '<unk>']"
